leaf_id,raw_file_path,is_processed_valid,reason_skipped,num_raw_points,num_processed_points,file_shape_mask,file_radial_ect,file_combined_viz
Leafsnap__abies_concolor_ny1157_20_4,Leafsnap/abies_concolor_ny1157_20_4.npy,True,,167,167,shape_masks/Leafsnap__abies_concolor_ny1157_20_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_20_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_20_4.png
Leafsnap__abies_concolor_ny1157_21_4,Leafsnap/abies_concolor_ny1157_21_4.npy,True,,135,135,shape_masks/Leafsnap__abies_concolor_ny1157_21_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_21_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_21_4.png
Leafsnap__abies_concolor_ny1157_22_4,Leafsnap/abies_concolor_ny1157_22_4.npy,True,,154,154,shape_masks/Leafsnap__abies_concolor_ny1157_22_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_22_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_22_4.png
Leafsnap__abies_concolor_ny1157_23_4,Leafsnap/abies_concolor_ny1157_23_4.npy,True,,146,146,shape_masks/Leafsnap__abies_concolor_ny1157_23_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_23_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_23_4.png
Leafsnap__abies_concolor_ny1157_24_4,Leafsnap/abies_concolor_ny1157_24_4.npy,True,,135,135,shape_masks/Leafsnap__abies_concolor_ny1157_24_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_24_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_24_4.png
Leafsnap__abies_concolor_ny1157_25_4,Leafsnap/abies_concolor_ny1157_25_4.npy,True,,132,132,shape_masks/Leafsnap__abies_concolor_ny1157_25_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_25_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_25_4.png
Leafsnap__abies_concolor_ny1157_26_4,Leafsnap/abies_concolor_ny1157_26_4.npy,True,,163,163,shape_masks/Leafsnap__abies_concolor_ny1157_26_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_26_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_26_4.png
Leafsnap__abies_concolor_ny1157_27_4,Leafsnap/abies_concolor_ny1157_27_4.npy,True,,133,133,shape_masks/Leafsnap__abies_concolor_ny1157_27_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_27_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_27_4.png
Leafsnap__abies_concolor_ny1157_28_4,Leafsnap/abies_concolor_ny1157_28_4.npy,True,,112,112,shape_masks/Leafsnap__abies_concolor_ny1157_28_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_28_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_28_4.png
Leafsnap__abies_concolor_ny1157_29_4,Leafsnap/abies_concolor_ny1157_29_4.npy,True,,117,117,shape_masks/Leafsnap__abies_concolor_ny1157_29_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_29_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_29_4.png
Leafsnap__abies_concolor_ny1157_30_4,Leafsnap/abies_concolor_ny1157_30_4.npy,True,,132,132,shape_masks/Leafsnap__abies_concolor_ny1157_30_4.png,radial_ects/Leafsnap__abies_concolor_ny1157_30_4.png,combined_viz/Leafsnap__abies_concolor_ny1157_30_4.png
Leafsnap__abies_concolor_ny1178_01_4,Leafsnap/abies_concolor_ny1178_01_4.npy,True,,118,118,shape_masks/Leafsnap__abies_concolor_ny1178_01_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_01_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_01_4.png
Leafsnap__abies_concolor_ny1178_02_4,Leafsnap/abies_concolor_ny1178_02_4.npy,True,,141,141,shape_masks/Leafsnap__abies_concolor_ny1178_02_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_02_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_02_4.png
Leafsnap__abies_concolor_ny1178_03_4,Leafsnap/abies_concolor_ny1178_03_4.npy,True,,220,220,shape_masks/Leafsnap__abies_concolor_ny1178_03_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_03_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_03_4.png
Leafsnap__abies_concolor_ny1178_04_4,Leafsnap/abies_concolor_ny1178_04_4.npy,True,,298,298,shape_masks/Leafsnap__abies_concolor_ny1178_04_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_04_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_04_4.png
Leafsnap__abies_concolor_ny1178_05_4,Leafsnap/abies_concolor_ny1178_05_4.npy,True,,215,215,shape_masks/Leafsnap__abies_concolor_ny1178_05_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_05_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_05_4.png
Leafsnap__abies_concolor_ny1178_06_4,Leafsnap/abies_concolor_ny1178_06_4.npy,True,,203,203,shape_masks/Leafsnap__abies_concolor_ny1178_06_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_06_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_06_4.png
Leafsnap__abies_concolor_ny1178_07_4,Leafsnap/abies_concolor_ny1178_07_4.npy,True,,316,316,shape_masks/Leafsnap__abies_concolor_ny1178_07_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_07_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_07_4.png
Leafsnap__abies_concolor_ny1178_08_4,Leafsnap/abies_concolor_ny1178_08_4.npy,True,,289,289,shape_masks/Leafsnap__abies_concolor_ny1178_08_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_08_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_08_4.png
Leafsnap__abies_concolor_ny1178_09_4,Leafsnap/abies_concolor_ny1178_09_4.npy,True,,292,292,shape_masks/Leafsnap__abies_concolor_ny1178_09_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_09_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_09_4.png
Leafsnap__abies_concolor_ny1178_10_4,Leafsnap/abies_concolor_ny1178_10_4.npy,True,,286,286,shape_masks/Leafsnap__abies_concolor_ny1178_10_4.png,radial_ects/Leafsnap__abies_concolor_ny1178_10_4.png,combined_viz/Leafsnap__abies_concolor_ny1178_10_4.png
Leafsnap__abies_concolor_ny1179_01_4,Leafsnap/abies_concolor_ny1179_01_4.npy,True,,311,311,shape_masks/Leafsnap__abies_concolor_ny1179_01_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_01_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_01_4.png
Leafsnap__abies_concolor_ny1179_02_4,Leafsnap/abies_concolor_ny1179_02_4.npy,True,,249,249,shape_masks/Leafsnap__abies_concolor_ny1179_02_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_02_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_02_4.png
Leafsnap__abies_concolor_ny1179_03_4,Leafsnap/abies_concolor_ny1179_03_4.npy,True,,171,171,shape_masks/Leafsnap__abies_concolor_ny1179_03_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_03_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_03_4.png
Leafsnap__abies_concolor_ny1179_04_4,Leafsnap/abies_concolor_ny1179_04_4.npy,True,,221,221,shape_masks/Leafsnap__abies_concolor_ny1179_04_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_04_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_04_4.png
Leafsnap__abies_concolor_ny1179_05_4,Leafsnap/abies_concolor_ny1179_05_4.npy,True,,217,217,shape_masks/Leafsnap__abies_concolor_ny1179_05_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_05_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_05_4.png
Leafsnap__abies_concolor_ny1179_06_4,Leafsnap/abies_concolor_ny1179_06_4.npy,True,,295,295,shape_masks/Leafsnap__abies_concolor_ny1179_06_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_06_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_06_4.png
Leafsnap__abies_concolor_ny1179_07_4,Leafsnap/abies_concolor_ny1179_07_4.npy,True,,215,215,shape_masks/Leafsnap__abies_concolor_ny1179_07_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_07_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_07_4.png
Leafsnap__abies_concolor_ny1179_08_4,Leafsnap/abies_concolor_ny1179_08_4.npy,True,,219,219,shape_masks/Leafsnap__abies_concolor_ny1179_08_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_08_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_08_4.png
Leafsnap__abies_concolor_ny1179_09_4,Leafsnap/abies_concolor_ny1179_09_4.npy,True,,221,221,shape_masks/Leafsnap__abies_concolor_ny1179_09_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_09_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_09_4.png
Leafsnap__abies_concolor_ny1179_10_4,Leafsnap/abies_concolor_ny1179_10_4.npy,True,,202,202,shape_masks/Leafsnap__abies_concolor_ny1179_10_4.png,radial_ects/Leafsnap__abies_concolor_ny1179_10_4.png,combined_viz/Leafsnap__abies_concolor_ny1179_10_4.png
Leafsnap__abies_nordmanniana_ny1057_01_4,Leafsnap/abies_nordmanniana_ny1057_01_4.npy,True,,141,141,shape_masks/Leafsnap__abies_nordmanniana_ny1057_01_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_01_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_01_4.png
Leafsnap__abies_nordmanniana_ny1057_02_4,Leafsnap/abies_nordmanniana_ny1057_02_4.npy,True,,144,144,shape_masks/Leafsnap__abies_nordmanniana_ny1057_02_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_02_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_02_4.png
Leafsnap__abies_nordmanniana_ny1057_03_4,Leafsnap/abies_nordmanniana_ny1057_03_4.npy,True,,182,182,shape_masks/Leafsnap__abies_nordmanniana_ny1057_03_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_03_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_03_4.png
Leafsnap__abies_nordmanniana_ny1057_04_4,Leafsnap/abies_nordmanniana_ny1057_04_4.npy,True,,152,152,shape_masks/Leafsnap__abies_nordmanniana_ny1057_04_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_04_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_04_4.png
Leafsnap__abies_nordmanniana_ny1057_05_4,Leafsnap/abies_nordmanniana_ny1057_05_4.npy,True,,173,173,shape_masks/Leafsnap__abies_nordmanniana_ny1057_05_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_05_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_05_4.png
Leafsnap__abies_nordmanniana_ny1057_06_4,Leafsnap/abies_nordmanniana_ny1057_06_4.npy,True,,175,175,shape_masks/Leafsnap__abies_nordmanniana_ny1057_06_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_06_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_06_4.png
Leafsnap__abies_nordmanniana_ny1057_07_4,Leafsnap/abies_nordmanniana_ny1057_07_4.npy,True,,149,149,shape_masks/Leafsnap__abies_nordmanniana_ny1057_07_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_07_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_07_4.png
Leafsnap__abies_nordmanniana_ny1057_08_4,Leafsnap/abies_nordmanniana_ny1057_08_4.npy,True,,157,157,shape_masks/Leafsnap__abies_nordmanniana_ny1057_08_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_08_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_08_4.png
Leafsnap__abies_nordmanniana_ny1057_09_4,Leafsnap/abies_nordmanniana_ny1057_09_4.npy,True,,135,135,shape_masks/Leafsnap__abies_nordmanniana_ny1057_09_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_09_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_09_4.png
Leafsnap__abies_nordmanniana_ny1057_10_4,Leafsnap/abies_nordmanniana_ny1057_10_4.npy,True,,164,164,shape_masks/Leafsnap__abies_nordmanniana_ny1057_10_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_10_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_10_4.png
Leafsnap__abies_nordmanniana_ny1057_11_4,Leafsnap/abies_nordmanniana_ny1057_11_4.npy,True,,140,140,shape_masks/Leafsnap__abies_nordmanniana_ny1057_11_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_11_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_11_4.png
Leafsnap__abies_nordmanniana_ny1057_12_4,Leafsnap/abies_nordmanniana_ny1057_12_4.npy,True,,180,180,shape_masks/Leafsnap__abies_nordmanniana_ny1057_12_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_12_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_12_4.png
Leafsnap__abies_nordmanniana_ny1057_13_4,Leafsnap/abies_nordmanniana_ny1057_13_4.npy,True,,133,133,shape_masks/Leafsnap__abies_nordmanniana_ny1057_13_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_13_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_13_4.png
Leafsnap__abies_nordmanniana_ny1057_14_4,Leafsnap/abies_nordmanniana_ny1057_14_4.npy,True,,125,125,shape_masks/Leafsnap__abies_nordmanniana_ny1057_14_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_14_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_14_4.png
Leafsnap__abies_nordmanniana_ny1057_15_4,Leafsnap/abies_nordmanniana_ny1057_15_4.npy,True,,158,158,shape_masks/Leafsnap__abies_nordmanniana_ny1057_15_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1057_15_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1057_15_4.png
Leafsnap__abies_nordmanniana_ny1058_01_4,Leafsnap/abies_nordmanniana_ny1058_01_4.npy,True,,177,177,shape_masks/Leafsnap__abies_nordmanniana_ny1058_01_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_01_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_01_4.png
Leafsnap__abies_nordmanniana_ny1058_02_4,Leafsnap/abies_nordmanniana_ny1058_02_4.npy,True,,177,177,shape_masks/Leafsnap__abies_nordmanniana_ny1058_02_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_02_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_02_4.png
Leafsnap__abies_nordmanniana_ny1058_03_4,Leafsnap/abies_nordmanniana_ny1058_03_4.npy,True,,166,166,shape_masks/Leafsnap__abies_nordmanniana_ny1058_03_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_03_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_03_4.png
Leafsnap__abies_nordmanniana_ny1058_04_4,Leafsnap/abies_nordmanniana_ny1058_04_4.npy,True,,131,131,shape_masks/Leafsnap__abies_nordmanniana_ny1058_04_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_04_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_04_4.png
Leafsnap__abies_nordmanniana_ny1058_05_4,Leafsnap/abies_nordmanniana_ny1058_05_4.npy,True,,184,184,shape_masks/Leafsnap__abies_nordmanniana_ny1058_05_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_05_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_05_4.png
Leafsnap__abies_nordmanniana_ny1058_06_4,Leafsnap/abies_nordmanniana_ny1058_06_4.npy,True,,138,138,shape_masks/Leafsnap__abies_nordmanniana_ny1058_06_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_06_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_06_4.png
Leafsnap__abies_nordmanniana_ny1058_07_4,Leafsnap/abies_nordmanniana_ny1058_07_4.npy,True,,173,173,shape_masks/Leafsnap__abies_nordmanniana_ny1058_07_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_07_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_07_4.png
Leafsnap__abies_nordmanniana_ny1058_08_4,Leafsnap/abies_nordmanniana_ny1058_08_4.npy,True,,195,195,shape_masks/Leafsnap__abies_nordmanniana_ny1058_08_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_08_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_08_4.png
Leafsnap__abies_nordmanniana_ny1058_09_4,Leafsnap/abies_nordmanniana_ny1058_09_4.npy,True,,133,133,shape_masks/Leafsnap__abies_nordmanniana_ny1058_09_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_09_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_09_4.png
Leafsnap__abies_nordmanniana_ny1058_10_4,Leafsnap/abies_nordmanniana_ny1058_10_4.npy,True,,126,126,shape_masks/Leafsnap__abies_nordmanniana_ny1058_10_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_10_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_10_4.png
Leafsnap__abies_nordmanniana_ny1058_11_4,Leafsnap/abies_nordmanniana_ny1058_11_4.npy,True,,148,148,shape_masks/Leafsnap__abies_nordmanniana_ny1058_11_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_11_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_11_4.png
Leafsnap__abies_nordmanniana_ny1058_12_4,Leafsnap/abies_nordmanniana_ny1058_12_4.npy,True,,165,165,shape_masks/Leafsnap__abies_nordmanniana_ny1058_12_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_12_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_12_4.png
Leafsnap__abies_nordmanniana_ny1058_13_4,Leafsnap/abies_nordmanniana_ny1058_13_4.npy,True,,155,155,shape_masks/Leafsnap__abies_nordmanniana_ny1058_13_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_13_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_13_4.png
Leafsnap__abies_nordmanniana_ny1058_14_4,Leafsnap/abies_nordmanniana_ny1058_14_4.npy,True,,163,163,shape_masks/Leafsnap__abies_nordmanniana_ny1058_14_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_14_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_14_4.png
Leafsnap__abies_nordmanniana_ny1058_16_4,Leafsnap/abies_nordmanniana_ny1058_16_4.npy,True,,142,142,shape_masks/Leafsnap__abies_nordmanniana_ny1058_16_4.png,radial_ects/Leafsnap__abies_nordmanniana_ny1058_16_4.png,combined_viz/Leafsnap__abies_nordmanniana_ny1058_16_4.png
Leafsnap__acer_campestre_ny1079_02_4,Leafsnap/acer_campestre_ny1079_02_4.npy,True,,1432,1432,shape_masks/Leafsnap__acer_campestre_ny1079_02_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_02_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_02_4.png
Leafsnap__acer_campestre_ny1079_03_4,Leafsnap/acer_campestre_ny1079_03_4.npy,True,,776,776,shape_masks/Leafsnap__acer_campestre_ny1079_03_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_03_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_03_4.png
Leafsnap__acer_campestre_ny1079_04_4,Leafsnap/acer_campestre_ny1079_04_4.npy,True,,965,965,shape_masks/Leafsnap__acer_campestre_ny1079_04_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_04_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_04_4.png
Leafsnap__acer_campestre_ny1079_05_4,Leafsnap/acer_campestre_ny1079_05_4.npy,True,,1007,1007,shape_masks/Leafsnap__acer_campestre_ny1079_05_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_05_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_05_4.png
Leafsnap__acer_campestre_ny1079_06_4,Leafsnap/acer_campestre_ny1079_06_4.npy,True,,1452,1452,shape_masks/Leafsnap__acer_campestre_ny1079_06_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_06_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_06_4.png
Leafsnap__acer_campestre_ny1079_08_4,Leafsnap/acer_campestre_ny1079_08_4.npy,True,,1208,1208,shape_masks/Leafsnap__acer_campestre_ny1079_08_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_08_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_08_4.png
Leafsnap__acer_campestre_ny1079_09_4,Leafsnap/acer_campestre_ny1079_09_4.npy,True,,1785,1785,shape_masks/Leafsnap__acer_campestre_ny1079_09_4.png,radial_ects/Leafsnap__acer_campestre_ny1079_09_4.png,combined_viz/Leafsnap__acer_campestre_ny1079_09_4.png
Leafsnap__acer_campestre_ny1080_01_4,Leafsnap/acer_campestre_ny1080_01_4.npy,True,,1267,1267,shape_masks/Leafsnap__acer_campestre_ny1080_01_4.png,radial_ects/Leafsnap__acer_campestre_ny1080_01_4.png,combined_viz/Leafsnap__acer_campestre_ny1080_01_4.png
Leafsnap__acer_campestre_ny1080_03_4,Leafsnap/acer_campestre_ny1080_03_4.npy,True,,821,821,shape_masks/Leafsnap__acer_campestre_ny1080_03_4.png,radial_ects/Leafsnap__acer_campestre_ny1080_03_4.png,combined_viz/Leafsnap__acer_campestre_ny1080_03_4.png
